token	frequency	length
prosvjetljuje	1	13
uvela	3	5
nuždu	2	5
opane	2	5
uzglavje	1	8
njihova	30	7
propjevala	2	10
hvaljen	5	7
uglednomu	1	9
purpureus	1	9
ognjevit	1	8
razbiju	2	7
staješ	1	6
pišam	2	5
probijte	2	8
poèinem	1	7
æelavice	1	8
discurrere	1	10
sakrivi	1	7
ode	50	3
potuku	1	6
pravednosti	1	11
èetinsto	1	8
odrpine	1	7
bratinska	2	9
najstrožije	2	11
rozima	1	6
konkretna	1	9
sramio	1	6
kontinuiranom	2	13
realistiènom	1	12
èobani	5	6
udovièine	1	9
kolege	2	6
sbori	8	5
nadseæi	2	7
èarovnicah	1	10
iliniæem	2	8
publike	3	7
otaèastvo	1	9
srbski	3	6
moroviæ	2	7
krajiška	3	8
dozvao	1	6
velièajnim	1	10
tajnomu	1	7
neumrle	2	7
sijanja	1	7
otresujuæi	1	10
omašaj	1	6
misu	2	4
oman	1	4
besmrtno	1	8
tlu	5	3
apud	1	4
tvog	44	4
predbrojku	1	10
meteora	3	7
grlice	3	6
nahraniti	1	9
prièekaj	1	8
takmici	1	7
oznaèio	1	7
sirijev	2	7
meðusobno	1	9
poglednika	1	10
stupile	1	7
mistiène	1	8
sok	7	3
skromne	1	7
pradavna	1	8
ranèe	1	5
mokat	1	5
sriæan	1	6
bolnikom	1	8
ovcah	1	5
obil	7	4
izginu	5	6
zaviše	1	6
dožanje	1	7
kretnja	3	7
brliæu	8	6
prigovarate	1	11
seoskog	4	7
guštare	1	7
zazivala	1	8
turkom	5	6
ono	193	3
èlovik	22	6
vražje	2	6
natovarili	1	10
škodio	1	6
romoreæi	2	8
mohaèke	1	7
prijekoru	1	9
poznatoga	1	9
obieli	1	6
uspješnom	1	9
èobana	1	6
piæi	1	4
iskazu	1	6
ložnica	2	7
sveobæi	1	7
doskoèicom	1	10
slikaru	2	7
ulazak	1	6
lipanj	2	6
majuru	2	6
smjerom	2	7
domovini	18	8
nezgodan	1	8
mjeseci	11	7
grimiz	2	6
izplinu	1	7
imprecari	1	9
liènog	1	6
razdavaj	1	8
beskrajni	2	9
sokoliæi	1	8
bircuza	6	7
svagda	1	6
podunavlja	1	10
štajersku	1	9
pobožnome	1	9
siede	4	5
sâd	2	3
daržavi	2	7
bjesnilo	1	8
izpra	1	5
srodne	2	6
duševnih	2	8
nemilostju	1	10
besmrtnik	1	9
pazarišæu	1	9
djeèiju	2	7
stisi	1	5
drvenima	1	8
jupitrova	1	9
kitnog	1	6
nejaèadi	1	8
njihovim	4	8
kosti	34	5
klonulost	1	9
izdane	1	6
gudure	10	6
pobožnim	2	8
pomrsilo	1	8
moramo	10	6
rši	1	3
skladnoglasja	1	13
podžeæi	1	7
zamrzila	2	8
bogdana	3	7
diènu	1	5
jedinica	9	8
neprijateljski	1	14
dojaditi	2	8
katalogizacija	1	14
buduæi	71	6
morave	1	6
prisnilo	1	8
izgorjeti	3	9
srama	3	5
succisus	1	8
vode	79	4
starine	7	7
cvileæ	1	6
cezarovoj	1	9
robiju	2	6
uzdišuè	1	7
suklja	7	6
gizdavim	1	8
misleæemu	1	9
paznije	1	7
spojile	1	7
razgovoru	7	9
seli	1	4
sedmoglavom	1	11
djeci	29	5
osigurati	2	9
osnovu	13	6
nesretnice	2	10
zaviriti	3	8
deblja	1	6
smionu	2	6
talent	6	6
divom	1	5
doprinosi	1	9
nahodi	2	6
proklija	1	8
šaptala	3	7
krijesovi	1	9
sliju	2	5
opæim	2	5
kriepost	10	8
dvojnice	1	8
opomene	3	7
prebolih	1	8
kazali	2	6
ziljbil	1	7
prosiplje	3	9
vodenice	2	8
poèivalište	1	11
afroditin	2	9
èardaci	2	7
grma	3	4
pjevam	3	6
vrimenom	1	8
trujah	4	6
mlieko	2	6
izjesti	2	7
potisnusmo	1	10
fino	1	4
odabranica	1	10
pohrli	2	6
odjev	1	5
izmedju	29	7
tila	1	4
poslovanja	1	10
poliše	1	6
išèekujuæi	1	10
vodam	1	5
brinuti	9	7
gumnima	1	7
goru	30	4
okupamo	1	7
izazivali	1	9
maizi	1	5
trèaše	1	6
zlostavljati	1	12
približite	1	10
žalosniji	1	9
prolazili	3	9
bozi	13	4
popovi	1	6
stog	4	4
praedivitibus	1	13
neodaš	1	6
prividnosti	2	11
radošæu	6	7
svidoèiti	1	9
varmegjiju	1	10
klanjahu	1	8
umriet	2	6
potegnu	6	7
zarcalo	2	7
otrok	1	5
svietlijeh	3	10
pik	1	3
promotrila	1	10
razkošivati	1	11
vriednik	1	8
krisnu	2	6
hektor	2	6
èetice	1	6
blagosivlje	1	11
pokojnom	1	8
nad	181	3
obilje	3	6
pandetur	1	8
obraðivanu	1	10
spod	3	4
prestanka	15	9
smantan	1	7
tal	25	3
zemske	2	6
gdjegodjer	1	10
stezati	2	7
èas	207	3
klupu	7	5
korenje	2	7
pušila	3	6
zadanoj	1	7
rasiplješ	1	9
hodajici	2	8
štale	2	5
rièju	3	5
nižu	3	4
bezi	5	4
domišljati	1	10
tisak	10	5
harvatom	1	8
vrativ	3	6
sardac	1	6
udavale	1	7
niti	168	4
izvlaèi	2	7
narodnijeh	3	10
danas	169	5
sazdan	3	6
stezalo	1	7
skitanja	1	8
omeðuje	1	7
skrajnosti	1	10
kaananskoga	1	11
blaženim	4	8
odlikovali	1	10
restu	1	5
svitlo	3	6
brloga	1	6
kanda	19	5
naslijeðenoga	1	13
log	3	3
poèast	5	6
rodoljube	1	9
plamenom	5	8
sturali	1	7
okretalo	1	8
rafajevi	1	8
skoèit	1	6
tabana	2	6
robinju	1	7
trinadestom	1	11
strièevoj	1	9
contumacia	5	10
kesicu	3	6
peèali	7	6
kmeti	38	5
nejakoj	1	7
zviznu	1	6
oazi	1	4
bran	1	4
gujin	2	5
najsladjima	1	11
slonu	1	5
darežljivosti	3	13
vozila	1	6
honorar	2	7
groždjeta	1	9
trojice	4	7
vergiliju	2	9
povjesnièar	17	11
krpice	1	6
glasina	1	7
krilima	9	7
praecedit	1	9
tolikoj	6	7
golupka	1	7
suprugom	2	8
jasne	10	5
baštinom	1	8
njive	9	5
košticu	1	7
rijeè	23	5
pribor	1	6
urednik	4	7
èakovca	1	7
vodeæima	1	8
èarno	5	5
vodomožnom	1	10
zirnula	2	7
paziti	12	6
noin	1	4
navijeke	1	8
panorama	1	8
malodobne	1	9
pozvao	7	6
prigovara	1	9
nedohodi	1	8
požeg	1	5
odraslo	1	7
zakrenuo	1	8
vasion	1	6
sudjelovao	5	10
èinovnike	3	9
savske	1	6
susjednih	2	9
preci	1	5
rinu	2	4
smrznulo	1	8
lozje	2	5
razrovale	1	9
puèinom	11	7
gorkimi	5	7
ranim	3	5
jerebo	1	6
seoskimi	1	8
sinj	2	4
moske	1	5
najbaržu	1	8
menæetiæ	1	8
oruæi	1	5
djaurski	1	8
svakakav	1	8
prijateljem	1	11
utiskom	1	7
stalni	2	6
slavjane	2	8
generalštabu	1	12
pripisuje	7	9
sklonuo	3	7
tužnom	4	6
pokole	4	6
organizirane	1	12
propupi	1	7
curam	1	5
jagmim	1	6
angjela	10	7
zagrizla	1	8
spotaknuo	1	9
posrnuti	1	8
efeb	5	4
prozvali	3	8
tamariža	1	8
primjenjivat	1	12
listka	1	6
dižuæ	2	5
lisica	3	6
odvratiti	2	9
pomanjkala	1	10
porazsvietli	1	12
vine	11	4
prisuditi	1	9
dah	14	3
zabunu	1	6
srela	2	5
površini	1	8
raznosilo	1	9
kazujuæi	1	8
nevoljna	2	8
podiva	1	6
susprezati	1	10
gmn	1	3
namaknut	1	8
mekšim	2	6
sitno	11	5
mogneš	2	6
vrimena	13	7
sociam	1	6
žitku	13	5
zore	37	4
njedrima	3	8
strepi	2	6
gruvahu	1	7
stane	41	5
roju	1	4
mienjati	1	8
motri	8	5
utiša	1	5
umiljenoj	2	9
borila	1	6
magdaleno	2	9
želi	50	4
hina	1	4
nicahu	1	6
nekršteno	1	9
skoèi	42	5
parsina	1	7
policiju	1	8
marijanske	1	10
zaogrnula	1	9
proštac	2	7
vodeæu	1	6
fuisset	1	7
zloba	10	5
gostoljublja	1	12
tiestu	1	6
pogubna	1	7
krznom	2	6
udovici	8	7
zvizdah	1	7
moremo	1	6
nepomuæenoj	1	11
èamo	1	4
steèenac	1	8
došla	74	5
smotri	2	6
obiju	5	5
idealista	2	9
èistilišta	1	10
lociranje	1	9
primietiti	2	10
domislio	1	8
razlikim	4	8
poglavlja	4	9
dispoziciju	1	11
pobune	5	6
zadrijemala	1	11
blizu	54	5
prezaj	1	6
porazu	2	6
današnji	2	8
lievi	1	5
srodnom	1	7
èaplji	1	6
okrug	5	5
predji	2	6
otcem	6	5
slomit	2	6
samostalnu	2	10
neživ	1	5
pjevaè	3	6
nalikuju	1	8
oniemila	1	8
jednomu	15	7
svevide	3	7
priuèi	1	6
rukovet	1	7
mienjajuæ	3	9
kraguja	1	7
zam	9	3
savorni	1	7
nasamu	1	6
uspjelo	1	7
darivala	1	8
odpovrnu	1	8
otimalo	2	7
prikazanja	1	10
objedovanje	1	11
proštenjih	1	10
hominum	1	7
najdaljijem	1	11
aureus	1	6
satrt	1	5
kolaèima	1	8
sadašnjim	1	9
doèikala	1	8
razliku	5	7
helios	2	6
obuzme	2	6
èitajuæi	2	8
nizložiti	1	9
priznao	2	7
kamenovjek	1	10
kuæne	1	5
praše	1	5
išla	29	4
ruski	1	5
poteže	2	6
višahomo	1	8
svetoduha	1	9
ruditi	1	6
fukara	3	6
uzdasima	1	8
konjara	1	7
rodoljubke	2	10
trs	1	3
kamišca	1	7
demofont	2	8
siæi	3	4
dilal	1	5
dosadnu	1	7
harvacke	1	8
valovja	1	7
opijem	1	6
izvanredno	2	10
šaptanja	1	8
vilovite	1	8
svatove	14	7
sašiven	1	7
posavjem	1	8
opisima	1	7
imenjaèe	1	8
odvedu	1	6
ishode	1	6
razboj	3	6
pašu	8	4
ludilu	1	6
pripovjedne	1	11
množ	1	4
dojmiti	2	7
obješenjaèe	1	11
crkvenim	2	8
zagega	1	6
zbunila	4	7
sanguinièna	1	11
živu	32	4
nješta	7	6
tananu	1	6
mladjemu	2	8
opisu	1	5
bielim	11	6
nenavideæi	1	10
dica	1	4
ubojne	1	6
skidajuæi	1	9
brižljive	1	9
pripeku	1	7
vazeše	1	6
mehanu	2	6
meštriju	2	8
brašanèevu	1	10
èetovodja	1	9
nesriæu	5	7
grdili	1	6
sutra	69	5
zaodjela	3	8
zaboljelo	6	9
kolaèa	2	6
likovno	1	7
krovu	2	5
rapsku	1	6
onome	7	5
svom	130	4
kunuti	2	6
cehovi	1	6
šiknuo	1	6
dognaše	1	7
sminost	4	7
helenskoj	1	9
poopijali	1	9
èetama	7	6
savez	1	5
sotona	1	6
jeruzalemu	1	10
nenadnim	1	8
armota	1	6
superstitionibus	1	16
viš	1	3
bahæe	1	5
izbiraju	1	8
priesto	2	7
stališ	1	6
nekoj	4	5
gizdavih	1	8
šestercima	1	10
dub	14	3
ulic	1	4
opravom	2	7
fronimo	1	7
prikloniti	1	10
rastajuæi	1	9
mirisnim	4	8
nagrðivati	1	10
pristati	5	8
gospodske	3	9
izcrpljeni	1	10
muhameda	1	8
obadi	1	5
ganuti	2	6
nezgode	2	7
mart	3	4
maron	1	5
približalo	1	10
junona	4	6
projti	6	6
serve	1	5
pasem	1	5
prasci	1	6
potajnom	1	8
opstojnih	1	9
umekšao	1	7
raskoš	6	6
osjeci	1	6
splitu	1	6
poskakivali	1	11
pohvatamo	1	9
papira	2	6
poletjele	2	9
prihina	1	7
malj	1	4
nigdagradodaržac	1	16
dielom	7	6
sisveta	1	7
napredno	1	8
raspa	1	5
ravnom	2	6
ov	17	2
crtah	2	5
zaljevaju	1	9
jadranske	1	9
gledamo	4	7
boravila	5	8
divljak	1	7
veseljâ	1	7
melemni	1	7
smelo	2	5
strojem	1	7
potvrdjivala	1	12
pobunili	3	8
odpoèivaš	1	9
obogaæuje	1	9
prostrtu	1	8
listopada	6	9
prebježište	1	11
otroci	1	6
goja	1	4
opisom	2	6
obajati	1	7
iskriviše	1	9
skupštinarima	1	13
dioskuri	4	8
renesanse	6	9
dizali	3	6
vijenu	1	6
priete	4	6
sazidao	1	7
golju	1	5
zlatariæ	1	8
najkobnijem	1	11
nimfa	8	5
stihovi	5	7
kolhida	1	7
savila	7	6
forintu	2	7
uvjerenje	2	9
bistrici	1	8
prisilio	2	8
skapat	1	6
svitnje	1	7
mužjak	1	6
æu	430	2
vojniku	1	7
narešeno	3	8
obèinio	1	7
slugom	1	6
raznježenu	1	10
otimlješ	2	8
tjedan	3	6
tvrdim	1	6
zamašitom	1	9
razlit	1	6
pjesnikova	41	10
kalnika	3	7
vjenèanje	8	9
zaklinjali	2	10
prekrasna	4	9
operarius	1	9
talijanskih	1	11
znaše	7	5
smijale	3	7
crkvenjaèko	1	11
srbska	4	6
strašili	1	8
posrednikom	1	11
nasmihnuv	1	9
svrvilo	1	7
džamije	2	7
dovršivati	1	10
ratovao	1	7
angjeoske	1	9
propuštaš	2	9
utapati	1	7
herkulu	1	7
mužadija	3	8
neizmjerjem	5	11
pokuca	8	6
stradali	1	8
uplamti	1	7
tendencija	3	10
hrizoberilja	1	12
mog	26	3
baciše	3	6
svesrdnom	1	9
jageloviæ	1	9
starji	1	6
cvokotali	1	9
buktinju	1	8
šegeta	1	6
vruæinom	1	8
zaduhana	1	8
odjeæe	1	6
smlate	1	6
naruèeni	1	8
pazi	14	4
sieèe	3	5
zakopavši	2	9
plastièan	1	9
suuèenika	2	9
cviedu	1	6
klanac	1	6
prosvjetnom	1	11
starac	65	6
svjedoèenje	1	11
expeteret	1	9
sgriješ	1	7
polovice	3	8
jedra	5	5
prijat	3	6
glavita	6	7
kojekakve	4	9
svane	7	5
poniknuti	1	9
kosovi	2	6
otèenaši	4	8
oèekivao	4	8
gleichenberg	1	12
barze	2	5
stanku	3	6
posjedu	2	7
neoskvrnjena	1	12
pokušala	2	8
pokæerki	1	8
dužnost	8	7
mamenu	2	6
radjati	2	7
neèin	1	5
upela	1	5
siæani	2	6
nastaviti	4	9
situacije	2	9
grofice	2	7
primati	5	7
oltarske	1	8
platni	1	6
samohrana	1	9
drum	2	4
francuzkim	1	10
lovaèkih	1	8
pisano	1	6
atenjani	1	8
arapska	2	7
zanoæiti	1	8
spavat	2	6
pruæi	1	5
kapelicu	2	8
stostruèi	3	9
uzgojio	1	7
minotaura	1	9
izgrdila	1	8
jednolitan	2	10
ninska	1	6
èengiæaga	1	9
završila	2	8
nadmen	1	6
pretisak	2	8
obolio	5	6
sliša	1	5
ugrabili	3	8
poèetku	26	7
ulazili	1	7
izhodeæi	1	8
èinit	1	5
oslobadjati	1	11
nago	1	4
nadviri	2	7
odkada	12	6
držaše	1	6
varaždinski	6	11
obimlje	1	7
dahni	1	5
slaði	1	5
ulja	1	4
odrediti	1	8
ugrizao	2	7
naježuri	1	8
vrtoglavljem	1	12
nastalo	1	7
izvorniku	3	9
dobudeš	1	7
vjenèiæe	1	8
tolikom	6	7
humanistièke	1	12
delijo	1	6
prodiku	1	7
prošuškuje	1	10
tmasta	3	6
potlaèiti	1	9
žali	17	4
jazditi	2	7
uvod	7	4
pantalone	1	9
upane	1	5
vatroslavom	1	11
kreša	20	5
hvastajuæi	1	10
stiskaju	1	8
sužnju	4	6
nepomiènog	1	10
pripas	2	6
šesta	3	5
maglozvieždju	1	13
zeba	1	4
gane	4	4
prihvativši	1	11
maglice	1	7
navodi	2	6
valove	11	6
krilî	1	5
poružnu	1	7
odgojena	1	8
zlorièna	1	8
izpovieda	2	9
bešæutnost	1	10
posveæujuæi	1	11
opeka	2	5
nakašlja	1	8
šeširiæ	1	7
popievaka	1	9
susta	5	5
iskru	3	5
bratova	1	7
strašne	19	7
anatolije	1	9
banderijalskih	1	14
štefaniæevo	1	11
najdi	1	5
odreni	1	6
ecclesia	1	8
tjeskoba	1	8
preokrene	1	9
išaran	1	6
hidrofanskih	1	12
njegovih	32	8
slike	23	5
desetom	4	7
samostalnost	1	12
smardeæive	1	10
pripovistima	1	12
uprtanja	1	8
žarkula	1	7
rezanci	1	7
obzorov	2	7
monotoniju	1	10
tržišta	1	7
svece	1	5
plastika	3	8
striljica	1	9
kredu	1	5
idejala	1	7
spotaknuti	1	10
crnom	11	5
bornik	8	6
pjesništvu	1	10
razsulo	3	7
sukobima	1	8
hudati	2	6
mantua	1	6
vrijedno	1	8
polete	3	6
naziraše	1	8
carevati	1	8
razpuèio	2	8
suprotiv	2	8
kažiprst	4	8
odnošaja	1	8
mandi	2	5
bezdušnosti	1	11
podivljala	1	10
pritiskuje	1	10
uzmožan	11	7
sveobæoj	1	8
moljci	2	6
milena	2	6
nazdravljena	1	12
poluljudi	1	9
jima	8	4
bolezni	2	7
adamom	2	6
mekeæu	1	6
niktikor	1	8
svršava	1	7
oèeve	2	5
zarok	1	5
stopljen	1	8
pašin	6	5
uplivne	1	7
probleme	2	8
nagadjati	1	9
komornik	3	8
tepleæi	2	7
naklapalo	1	9
plamenu	7	7
steko	4	5
prieècem	1	8
èetvornoga	1	10
svititi	3	7
smjeraju	1	8
podanici	2	8
provijavao	1	10
stolicom	1	8
zabitnu	1	7
zujeæi	1	6
hljebac	4	7
obala	1	5
dim	41	3
potresao	1	8
èele	1	4
èeznô	1	5
realista	2	8
suditi	14	6
und	3	3
samoæi	7	6
nalièja	1	7
dohvati	10	7
lotosa	3	6
kuæar	1	5
kapljice	2	8
monotonost	1	10
kalema	1	6
pobaci	1	6
potisnuvši	1	10
raztužila	1	9
vjekoslav	10	9
mutata	1	6
jazâ	1	4
napoprieèi	1	10
porodicu	2	8
beduina	1	7
pomorac	2	7
kormilara	1	9
ota	1	3
splinu	1	6
mlaði	1	5
radovali	1	8
pravne	1	6
srnu	1	4
gustu	4	5
ljubeæa	1	7
aca	1	3
sposobnost	2	10
vipera	1	6
kaèiæeva	3	8
dobudem	1	7
glavninu	1	8
protkanu	1	8
utvarne	1	7
kulturi	1	7
konskripcija	3	12
domala	5	6
cigo	1	4
podièi	1	6
orle	1	4
vremeniti	1	9
matiæeve	2	8
gizdala	2	7
staroj	6	6
osvietlio	1	9
mentin	1	6
potajnico	1	9
pradjedova	1	10
shvativ	1	7
mihanoviæ	1	9
znadeš	12	6
grihota	1	7
bijemo	1	6
perijod	3	7
nedokuènih	1	10
duhu	27	4
hladjane	1	8
sipali	1	6
lozovina	2	8
laska	2	5
nebesâ	1	6
kupole	1	6
razumievao	1	10
plitvièka	1	9
spe	1	3
petki	1	5
zgurena	1	7
mukotrpnog	1	10
iskaèkali	1	9
razapeli	1	8
posavske	1	8
vrati	45	5
poèin	1	5
nekadašnji	2	10
bljeskom	4	8
razpita	1	7
zabrenca	1	8
pravnik	1	7
rodjene	14	7
središtem	1	9
taštom	2	6
izdilanimi	1	10
slijedi	2	7
ohladno	1	7
gubicima	1	8
svetit	1	6
kravajac	2	8
esprits	2	7
dostojan	15	8
mjestu	33	6
žurio	2	5
znojno	2	6
drúgama	3	7
vrime	45	5
petncioli	2	9
prokapljivati	1	13
besideæi	3	8
tantaque	1	8
hvastao	1	7
èvoravim	1	8
senja	1	5
usjevima	1	8
osudjujem	1	9
kleti	5	5
revnošæu	1	8
polaèa	1	6
goleè	1	5
sigeta	20	6
ljubicom	2	8
predposljednoj	1	14
glasniji	1	8
garkov	1	6
divim	2	5
polje	43	5
anicu	12	5
ganka	3	5
izpita	1	6
amissi	1	6
guše	2	4
posjeæivala	1	11
slutili	1	7
sašal	1	5
mome	10	4
provesti	1	8
naèelu	2	6
njivi	2	5
gradjane	2	8
samosvjestnim	1	13
rasipnicom	1	10
sinkove	1	7
nik	11	3
bezdanu	2	7
potrusiti	2	9
potrebne	2	8
rakovcu	2	7
uomini	1	6
graji	1	5
pomiešale	1	9
treæega	2	7
blagovitju	1	10
pad	1	3
benetnaš	1	8
jelo	18	4
izdjelan	2	8
petkoviæeva	1	11
dugaèkoga	1	9
vratâ	1	5
poosbilji	1	9
modrom	4	6
izviestiti	2	10
navlastito	5	10
mnoštvom	1	8
pristanka	7	9
poginu	12	6
prsim	1	5
èovjeèanstvo	4	12
dragutine	2	9
pridieli	2	8
izbij	2	5
asel	13	4
nizozemske	1	10
æilima	1	6
ližu	1	4
obrva	3	5
dlakom	1	6
znano	2	5
prikaršila	1	10
èetam	1	5
buèan	1	5
mladošæu	1	8
vrsti	10	5
oduzeo	1	6
trgnuvši	1	8
donese	12	6
mušice	1	6
lagati	4	6
zadru	38	5
dopirao	1	7
protegnuv	2	9
sapunom	1	7
val	11	3
dosadne	1	7
polije	1	6
mišljaše	6	8
razdvojiše	1	10
gredih	4	6
studeno	1	7
marèati	2	7
ispovi	1	6
cvjetovi	2	8
drame	2	5
sgradi	1	6
grješnu	1	7
oženi	6	5
najveæega	2	9
rusu	1	4
pregovore	1	9
oprosti	22	7
izobæeniku	1	10
selskoga	1	8
sladèina	1	8
prsima	14	6
spasonosnoj	3	11
djeve	2	5
ustanovititi	1	12
posjedjeli	1	10
pilom	2	5
mramornim	1	9
poruèiše	1	8
ugasne	2	6
donielo	3	7
otkad	7	5
krestu	1	6
neprijateljskoj	1	15
krilim	9	6
kožušak	1	7
poniknut	1	8
uprosih	2	7
zamjera	2	7
jadra	5	5
smislila	11	8
kuriju	1	6
razgrtati	1	9
svijetli	1	8
pred	381	4
ugojajem	1	8
zališe	1	6
shod	1	4
danaka	1	6
osvanuše	1	8
slijepljenim	1	12
pravicama	1	9
robstva	5	7
šarovitu	2	8
uzvrpoljila	2	11
najmanji	1	8
letom	1	5
pomože	1	6
poniženjem	1	10
oteple	1	6
zapjeni	1	7
mazi	3	4
bivaju	2	6
nižeš	1	5
bigajuæ	2	7
senjskom	1	8
ureko	1	5
princip	1	7
prodavalo	2	9
gadne	1	5
umetcima	1	8
pomiešane	1	9
sluèajnoj	1	9
lievati	2	7
odmetnu	2	7
veta	1	4
smotrili	1	8
sjeti	18	5
poznavalo	1	9
prošæen	8	7
prokleto	3	8
rovašu	1	6
prereži	1	7
asesoricom	1	10
pravice	4	7
ninski	6	6
pleme	8	5
reklu	2	5
nadbiskupskoj	1	13
sgusnutog	1	9
omamljivao	1	10
vilissime	1	9
uxore	2	5
izuzevši	1	8
nenadanih	1	9
novini	1	6
sretnem	1	7
ljubitelj	1	9
spojit	1	6
panem	1	5
kljišæe	2	7
poješ	1	5
dube	4	4
banatu	1	6
poigrava	1	8
rodi	19	4
njihnu	1	6
oprezno	14	7
opaziv	2	6
lažeš	1	5
pridignu	1	8
puknuti	2	7
pobožnosti	2	10
razumijem	5	9
èudiš	1	5
propovjedaonicu	1	15
nutkala	1	7
taralija	1	8
strnište	1	8
izbriše	2	7
barbaram	1	8
hajdukoviæevoj	2	14
golubove	1	8
divanio	1	7
predijaliste	3	12
vitrov	1	6
prsijeh	1	7
stalno	11	6
ljudska	17	7
patriotizma	1	11
brundanjem	1	10
robinsoni	1	9
sipion	1	6
odkinula	2	8
ljubezan	9	8
opisi	3	5
ishlapljuju	1	11
svidoèastvu	1	11
golotinju	3	9
naduti	1	6
krivici	1	7
toèilo	1	6
svrhe	6	5
sumnjao	2	7
kopno	8	5
pozdravila	1	10
najmanjši	1	9
škraca	1	6
zažmurivši	2	10
bosanske	2	8
preostalo	4	9
tepliti	1	7
cimarske	2	8
katu	1	4
povoda	6	6
živica	2	6
kuratorstvo	1	11
djelom	7	6
krajišnik	3	9
bah	1	3
osjen	1	5
ocijenjena	1	10
preuzmu	1	7
pusta	24	5
isota	1	5
stiša	1	5
nedrugoradan	1	12
zasvirali	4	9
historijski	2	11
zamka	4	5
soldat	1	6
odpri	5	5
jugoiztoènom	1	12
smoèiti	1	7
stigla	7	6
sobici	4	6
rake	3	4
alutem	2	6
strogoga	2	8
nagradom	2	8
arbanasa	1	8
vitim	2	5
nasmaže	1	7
nedobrih	1	8
stere	13	5
gorèinom	4	8
pokornošæu	1	10
sluga	28	5
opala	1	5
božiænjem	1	9
svitovnoj	3	9
ideju	5	5
prodrhtala	1	10
pastirskoga	2	11
njidri	1	6
primirju	1	8
raèila	1	6
reljkoviæeva	1	12
svezak	5	6
uvjeren	13	7
prekinula	1	9
nestalnost	1	10
nožiæe	1	6
regimenti	5	9
prirodjenom	2	11
monzu	1	5
taržanci	6	8
žuboreæ	2	7
popis	1	5
griješiti	1	9
sipeæ	1	5
korablju	2	8
djakovacke	1	10
nemoæno	1	7
oštre	4	5
ispraznih	1	9
omilio	3	6
požarnicom	1	10
granama	4	7
protestor	2	9
dolazio	14	7
podgoratlijino	1	14
kokošjih	1	8
prosvitli	1	9
posumnjiše	1	10
stalnim	4	7
koješta	16	7
ugasila	2	7
ulazilo	1	7
zv	1	2
pjevajuæ	3	8
danica	11	6
vrpoljaèki	5	10
odonud	1	6
uvezati	1	7
nepravde	8	8
melema	2	6
èerèak	2	6
izvaljena	1	9
skupit	2	6
tupak	1	5
posluži	1	7
pristajati	3	10
shvaæanje	1	9
izkopa	2	6
sadrŽaj	1	7
proètit	2	7
basu	1	4
zablene	1	7
fizièkim	1	8
ulomit	1	6
nabranima	1	9
grabar	1	6
mali	25	4
galama	1	6
dobiste	1	7
kupola	1	6
izorane	1	7
zemljozora	2	10
prouèava	2	8
raznavala	1	9
zaredao	1	7
krilatih	1	8
milošæu	2	7
najedankrat	1	11
javnom	1	6
povezu	1	6
jugoslavenskoj	1	14
obiesti	2	7
novcima	1	7
gležanj	1	7
suæstvu	3	7
euridiku	1	8
tome	52	4
roditi	5	6
gušeæi	6	6
usijane	1	7
privarnu	1	8
djetinstva	5	10
meduliæa	1	8
škrgut	2	6
zalivene	1	8
certis	1	6
zoraniæevoj	3	11
podložnost	1	10
descensus	1	9
koji	879	4
življenje	6	9
obeæajte	1	8
oèistiti	4	8
tiskanih	4	8
opisuje	17	7
vlažnoæi	1	8
dvaput	5	6
zapitate	1	8
ubogomu	2	7
potrajati	3	9
provid	3	6
mašinu	1	6
babajka	5	7
kuæâ	3	4
kuhinju	16	7
bome	12	4
poledjice	1	9
obide	1	5
svetotajna	1	10
opus	4	4
sna	32	3
oèenaš	1	6
dojio	1	5
dopre	1	5
pride	4	5
preziruæ	1	8
sabas	1	5
opat	1	4
ljutu	12	5
pomalo	12	6
pogazio	4	7
drazimi	1	7
obuèenija	1	9
odmazda	1	7
opaèati	1	7
tišino	2	6
prevariti	9	9
gnjivu	1	6
prolaznik	1	9
mrzkim	1	6
bosiljnoga	1	10
opoštenite	1	10
božanstvu	3	9
ocem	3	4
pomisliti	9	9
trikrat	6	7
dupinu	1	6
pozivlje	2	8
upalili	1	7
selit	1	5
smisao	6	6
samouki	1	7
jurih	2	5
pozvani	1	7
sriemskomu	1	10
crvu	1	4
svaèija	3	7
mnome	2	5
prodolice	1	9
mirt	1	4
brzoj	1	5
glavnini	1	8
pogorile	2	8
ogrij	4	5
ljubicu	5	7
marljivost	2	10
hvatao	3	6
silniji	1	7
obzorju	2	7
utka	1	4
skoèile	1	7
baštinik	1	8
jeo	2	3
vuhlostvo	2	9
bliesak	1	7
istinitim	1	9
dostojni	2	8
grge	3	4
iscijediti	2	10
mudrace	1	7
uplašiti	3	8
mladjahnim	1	10
osobine	1	7
svijali	1	7
izrijekom	1	9
korist	10	6
vrèeva	1	6
shvaæanju	2	9
matijeviæeva	1	12
pogreškama	1	10
govorenom	1	9
pridružiti	6	10
stila	1	5
popu	1	4
dielit	1	6
rpe	2	3
navrši	1	6
sultana	4	7
ružnih	1	6
ovijajuæi	1	9
hukati	1	6
lievom	2	6
neizkazano	2	10
papradi	5	7
sprovoditi	1	10
promašiti	1	9
odnošahu	1	8
evoti	1	5
smirom	4	6
dahæe	1	5
garulisque	1	10
vodenicam	1	9
srdašce	7	7
nakaraš	1	7
znatno	1	6
